name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Grill House,Hyderabad,Fast Food,4.5,Fantastic taste and super friendly staff.,2024-08-28,17.36992557220273,78.46795944904157,Zone C,4910,₹1200+,46,18
Sushi Bay,Kolkata,Cafe,5.0,Fantastic taste and super friendly staff.,2023-03-07,22.558938575706012,88.36745314856358,Zone A,69,₹200-₹400,65,84
Grill House,Jaipur,Fast Food,3.0,"Average place, food was fine.",2024-01-14,26.893708350942525,75.78354528105343,Zone C,4702,₹1200+,64,34
Burger Town,Mumbai,Cafe,5.0,"Loved it, definitely coming back!",2023-09-29,19.07101860502666,72.87649593262276,Zone A,4212,₹400-₹700,50,86
Grill House,Chennai,Japanese,5.0,"Highly recommended, worth the price.",2024-06-24,13.102215692539607,80.26232059880226,Zone B,149,₹400-₹700,59,16
Sushi Bay,Delhi,Fast Food,4.7,"Loved it, definitely coming back!",2023-09-29,28.63083720366451,77.22228521949596,Zone A,3239,₹400-₹700,59,34
Grill House,Pune,Chinese,4.2,"Highly recommended, worth the price.",2023-07-22,18.536195397694758,73.84545433337985,Zone C,2359,₹200-₹400,33,54
Grill House,Hyderabad,Mediterranean,3.9,"Neutral taste, ambience was normal.",2023-11-09,17.38935715222255,78.46872202957672,Zone B,299,₹200-₹400,22,67
Spice Villa,Pune,Japanese,3.5,Just an ordinary meal.,2023-02-16,18.50991048743588,73.87420064588945,Zone B,1869,₹1200+,55,19
Spice Villa,Delhi,Italian,4.9,"Highly recommended, worth the price.",2024-10-22,28.62762593661674,77.190057689325,Zone A,2421,₹700-₹1200,40,74
Cafe Bliss,Bangalore,Italian,3.6,"Decent experience, could be better.",2023-05-30,12.958619497492275,77.58712296677298,Zone C,4476,₹400-₹700,47,55
Pasta Point,Hyderabad,Mediterranean,4.8,Amazing food and great service!,2023-04-21,17.401903809756153,78.50184858848434,Zone B,2096,₹700-₹1200,38,24
Burger Town,Delhi,Fast Food,5.0,Delicious and fresh meals every time.,2023-03-13,28.631216546126428,77.22122889232311,Zone A,485,₹400-₹700,57,76
Taco Fiesta,Chennai,Fast Food,3.4,"Average place, food was fine.",2023-09-28,13.099803257599586,80.26534366639788,Zone C,4433,₹400-₹700,63,69
Burger Town,Delhi,Japanese,4.1,Amazing food and great service!,2024-10-06,28.602886678412048,77.20694653454748,Zone C,1320,₹1200+,39,89
Grill House,Mumbai,Fast Food,4.3,Delicious and fresh meals every time.,2024-02-02,19.093417076905556,72.88631883347746,Zone B,1278,₹200-₹400,49,28
Taco Fiesta,Hyderabad,Italian,3.6,"Decent experience, could be better.",2023-08-02,17.394769053291796,78.4742097455875,Zone C,1917,₹400-₹700,25,31
Burger Town,Pune,Mexican,5.0,Amazing food and great service!,2023-01-03,18.530693537534265,73.87377226339949,Zone A,1048,₹1200+,73,40
Cafe Bliss,Pune,Italian,2.4,"Very poor service, not happy.",2023-01-22,18.52645040827783,73.87467534705944,Zone C,2960,₹1200+,54,34
Sushi Bay,Bangalore,Fast Food,4.5,"Highly recommended, worth the price.",2023-07-27,12.978891050027741,77.59968400886851,Zone C,2494,₹1200+,67,52
Royal Biryani,Hyderabad,Chinese,3.8,"Average place, food was fine.",2023-07-22,17.377654125981127,78.47801332424976,Zone C,4877,₹1200+,42,20
Grill House,Kolkata,Japanese,4.3,Amazing food and great service!,2024-01-25,22.566426805558265,88.36834748583013,Zone B,3586,₹700-₹1200,26,60
Burger Town,Delhi,Japanese,5.0,Amazing food and great service!,2024-07-26,28.617811827947524,77.22659812734751,Zone A,4405,₹400-₹700,69,61
Taco Fiesta,Chennai,Mediterranean,3.0,"Neutral taste, ambience was normal.",2023-06-04,13.075116748288862,80.26186348203568,Zone C,3807,₹400-₹700,44,37
Pasta Point,Delhi,Mexican,4.4,Amazing food and great service!,2023-04-11,28.598843567311633,77.22165592586603,Zone B,3871,₹1200+,67,94
Curry Corner,Jaipur,Chinese,4.5,"Highly recommended, worth the price.",2023-06-08,26.922198593704376,75.780808190176,Zone B,3262,₹1200+,75,90
Curry Corner,Bangalore,Fast Food,2.4,Would not recommend to anyone.,2023-09-15,12.967810656092965,77.58314582547979,Zone C,2254,₹700-₹1200,47,42
Cafe Bliss,Mumbai,Chinese,3.5,"Decent experience, could be better.",2023-08-19,19.081979464952386,72.86347678092164,Zone C,115,₹700-₹1200,38,68
Burger Town,Pune,Cafe,3.4,Just an ordinary meal.,2024-08-11,18.515072255468187,73.84869283480805,Zone B,3395,₹200-₹400,31,15
Pasta Point,Kolkata,Mediterranean,5.0,Delicious and fresh meals every time.,2023-11-22,22.587663525660485,88.34734318925729,Zone A,2263,₹400-₹700,67,16
Cafe Bliss,Pune,Indian,4.6,Amazing food and great service!,2023-09-26,18.51417964191958,73.86643222861491,Zone A,3981,₹200-₹400,56,68
Cafe Bliss,Bangalore,Japanese,3.7,Just an ordinary meal.,2024-02-14,12.962262273857185,77.57476302572799,Zone B,384,₹200-₹400,43,69
Burger Town,Chennai,Italian,4.8,"Loved it, definitely coming back!",2023-12-01,13.065859225462736,80.27346626230256,Zone C,1584,₹1200+,38,9
Cafe Bliss,Pune,Indian,4.6,Amazing food and great service!,2024-06-12,18.513302303551853,73.84228435231287,Zone B,1217,₹400-₹700,20,11
Sushi Bay,Chennai,Japanese,5.0,Amazing food and great service!,2024-12-18,13.079250584155531,80.25727873843626,Zone A,1761,₹1200+,49,33
Grill House,Kolkata,Italian,2.7,Just an ordinary meal.,2023-06-30,22.56508549247673,88.35831845311836,Zone C,4106,₹700-₹1200,71,70
Spice Villa,Kolkata,Indian,4.9,Fantastic taste and super friendly staff.,2024-05-08,22.584236884637622,88.38334461873222,Zone A,4520,₹1200+,55,52
Taco Fiesta,Jaipur,Cafe,5.0,"Loved it, definitely coming back!",2023-07-03,26.91641736587216,75.76756745048503,Zone A,1933,₹1200+,68,36
Grill House,Mumbai,Mediterranean,3.9,"It was okay, nothing special.",2023-02-06,19.081419347390387,72.8805421005945,Zone B,4844,₹200-₹400,33,77
Taco Fiesta,Bangalore,Italian,4.1,Delicious and fresh meals every time.,2024-06-15,12.958136440521704,77.5846697641108,Zone B,2175,₹400-₹700,64,68
Burger Town,Hyderabad,Mexican,2.1,"Very poor service, not happy.",2023-06-13,17.36931676506501,78.47583550195688,Zone C,2077,₹700-₹1200,25,18
Sushi Bay,Jaipur,Cafe,4.9,Fantastic taste and super friendly staff.,2024-05-11,26.923654371281128,75.76803825885412,Zone A,4960,₹1200+,64,92
Sushi Bay,Bangalore,Fast Food,4.0,Fantastic taste and super friendly staff.,2023-06-05,12.986495299460076,77.59163061314514,Zone B,1013,₹1200+,39,72
Sushi Bay,Hyderabad,Italian,4.1,Fantastic taste and super friendly staff.,2024-02-11,17.371452807603852,78.48704404028557,Zone B,2880,₹700-₹1200,73,36
Royal Biryani,Hyderabad,Italian,3.1,"Decent experience, could be better.",2024-01-09,17.390573336628808,78.47987528239378,Zone C,4528,₹200-₹400,45,40
Cafe Bliss,Kolkata,Indian,4.4,Amazing food and great service!,2023-10-13,22.589411290863154,88.36187599020597,Zone B,2743,₹200-₹400,74,15
Pizza Hub,Jaipur,Mexican,5.0,Fantastic taste and super friendly staff.,2023-03-05,26.91148957759782,75.80058183601147,Zone A,4882,₹400-₹700,70,27
Spice Villa,Jaipur,Japanese,4.2,Amazing food and great service!,2023-10-24,26.902105437131397,75.77457357593079,Zone A,134,₹1200+,46,34
Sushi Bay,Mumbai,Chinese,3.7,Just an ordinary meal.,2024-07-27,19.059755813617258,72.85846662592324,Zone C,2006,₹700-₹1200,36,16
Royal Biryani,Hyderabad,Cafe,3.2,Just an ordinary meal.,2023-08-17,17.376030376841634,78.49754221469769,Zone C,4484,₹1200+,38,39
Spice Villa,Kolkata,Mexican,5.0,Delicious and fresh meals every time.,2024-09-30,22.583018436823885,88.3691830352526,Zone B,2247,₹200-₹400,73,76
Pizza Hub,Delhi,Cafe,2.6,"Average place, food was fine.",2023-09-30,28.60583751088168,77.20921430249265,Zone C,3556,₹200-₹400,58,70
Royal Biryani,Jaipur,Indian,5.0,Amazing food and great service!,2023-04-09,26.899975487016654,75.78723749873224,Zone A,4757,₹700-₹1200,61,47
Curry Corner,Bangalore,Japanese,2.4,Would not recommend to anyone.,2023-11-03,12.991177917609535,77.59998218446829,Zone C,4972,₹700-₹1200,54,52
Pizza Hub,Hyderabad,Cafe,4.1,Delicious and fresh meals every time.,2023-11-01,17.38286400443605,78.48273798042278,Zone B,4248,₹700-₹1200,22,86
Royal Biryani,Kolkata,Indian,3.6,"Decent experience, could be better.",2023-11-05,22.575845066507686,88.3522133008484,Zone B,3211,₹700-₹1200,49,99
Pasta Point,Kolkata,Fast Food,4.5,"Highly recommended, worth the price.",2023-08-20,22.582705445335307,88.36861167846534,Zone B,4723,₹400-₹700,54,2
Curry Corner,Hyderabad,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-05-12,17.394128870548762,78.4933589639012,Zone A,3398,₹200-₹400,20,98
Spice Villa,Delhi,Indian,5.0,Delicious and fresh meals every time.,2023-06-12,28.62658418321186,77.19559481072577,Zone A,1907,₹400-₹700,63,10
Royal Biryani,Chennai,Indian,3.3,"Neutral taste, ambience was normal.",2024-09-23,13.079273159101323,80.28547022965286,Zone C,4463,₹1200+,66,9
Taco Fiesta,Hyderabad,Japanese,3.7,"Decent experience, could be better.",2024-04-14,17.38647534817443,78.49233842028737,Zone B,1451,₹700-₹1200,53,77
Sushi Bay,Delhi,Fast Food,4.6,"Loved it, definitely coming back!",2024-07-24,28.60242821777785,77.19908609301793,Zone B,3315,₹200-₹400,52,8
Pasta Point,Hyderabad,Italian,4.9,"Highly recommended, worth the price.",2023-06-07,17.392013111998725,78.47503472478826,Zone A,4393,₹700-₹1200,66,44
Royal Biryani,Kolkata,Cafe,5.0,"Highly recommended, worth the price.",2024-12-23,22.56304009276142,88.34991316961077,Zone A,4093,₹700-₹1200,27,68
Spice Villa,Chennai,Mexican,4.6,"Highly recommended, worth the price.",2023-01-06,13.086318631753015,80.25302539520287,Zone A,3297,₹200-₹400,46,84
Pizza Hub,Mumbai,Mediterranean,4.1,"Highly recommended, worth the price.",2023-03-09,19.07687460342049,72.88194060103858,Zone C,3515,₹400-₹700,45,67
Curry Corner,Pune,Cafe,4.5,Delicious and fresh meals every time.,2024-12-01,18.500861308400534,73.85826051627363,Zone B,358,₹1200+,55,78
Sushi Bay,Jaipur,Chinese,3.3,"It was okay, nothing special.",2023-09-26,26.915244670390596,75.78364996790768,Zone C,4861,₹200-₹400,59,15
Curry Corner,Bangalore,Fast Food,3.3,Just an ordinary meal.,2023-09-27,12.970415761534662,77.58433026900693,Zone B,4156,₹400-₹700,20,41
Taco Fiesta,Mumbai,Fast Food,3.4,"Average place, food was fine.",2023-05-26,19.059712163625083,72.88498212794015,Zone C,2186,₹400-₹700,60,89
Burger Town,Pune,Mediterranean,5.0,"Highly recommended, worth the price.",2023-08-16,18.540210481953416,73.86342434728193,Zone B,1530,₹400-₹700,43,76
Taco Fiesta,Hyderabad,Indian,3.4,"Decent experience, could be better.",2023-04-17,17.379581518424022,78.47628106941734,Zone C,4535,₹200-₹400,22,47
Curry Corner,Kolkata,Japanese,4.6,Fantastic taste and super friendly staff.,2023-01-18,22.591488938276306,88.35454076462689,Zone B,772,₹700-₹1200,25,11
Cafe Bliss,Kolkata,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-05-03,22.56675039658901,88.36642158261057,Zone B,94,₹700-₹1200,61,91
Royal Biryani,Hyderabad,Fast Food,4.8,Amazing food and great service!,2023-03-22,17.382646920527815,78.49769863731542,Zone B,661,₹200-₹400,42,63
Royal Biryani,Pune,Japanese,2.7,"It was okay, nothing special.",2023-12-29,18.500981804245427,73.83694477250302,Zone C,3897,₹1200+,64,75
Curry Corner,Pune,Cafe,3.0,"It was okay, nothing special.",2024-02-03,18.53854302804597,73.86140247617418,Zone C,1757,₹200-₹400,41,82
Cafe Bliss,Kolkata,Chinese,5.0,"Highly recommended, worth the price.",2024-12-17,22.583901909001522,88.36899138040198,Zone A,4202,₹1200+,75,19
Pizza Hub,Bangalore,Fast Food,5.0,"Loved it, definitely coming back!",2023-10-26,12.964890248858266,77.59245904090098,Zone A,4503,₹200-₹400,41,70
Pizza Hub,Delhi,Cafe,3.3,"Average place, food was fine.",2024-08-19,28.617235510776425,77.20292682036578,Zone C,3356,₹700-₹1200,46,8
Grill House,Chennai,Chinese,4.8,Delicious and fresh meals every time.,2023-04-17,13.0955174192739,80.2543020727026,Zone B,2925,₹200-₹400,38,33
Cafe Bliss,Kolkata,Fast Food,3.6,"It was okay, nothing special.",2023-05-15,22.563335128917952,88.38170320478464,Zone C,4056,₹1200+,39,62
Sushi Bay,Mumbai,Cafe,5.0,"Highly recommended, worth the price.",2024-05-06,19.07723402806162,72.88557677012668,Zone B,4925,₹400-₹700,21,51
Curry Corner,Pune,Indian,3.0,"Average place, food was fine.",2024-11-30,18.53341496752486,73.84713122402187,Zone C,75,₹700-₹1200,63,49
Pizza Hub,Pune,Mediterranean,2.6,Just an ordinary meal.,2023-08-27,18.537551813776986,73.85591901022651,Zone C,691,₹200-₹400,66,69
Sushi Bay,Pune,Fast Food,4.6,Amazing food and great service!,2024-04-10,18.527785576926796,73.84459138307517,Zone B,3976,₹700-₹1200,31,29
Grill House,Mumbai,Fast Food,5.0,"Highly recommended, worth the price.",2023-05-28,19.069523683299742,72.8920500785394,Zone A,2431,₹700-₹1200,55,31
Spice Villa,Pune,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-05-12,18.5062366015694,73.85229158046734,Zone A,283,₹200-₹400,45,14
Cafe Bliss,Kolkata,Mediterranean,5.0,"Highly recommended, worth the price.",2024-04-03,22.58107120334522,88.3741020514475,Zone A,1082,₹1200+,62,5
Curry Corner,Kolkata,Fast Food,4.6,Amazing food and great service!,2023-03-01,22.560761633013367,88.36390358133477,Zone B,1563,₹200-₹400,29,15
Cafe Bliss,Bangalore,Cafe,5.0,Amazing food and great service!,2024-04-11,12.96232289399776,77.57769516529456,Zone B,3974,₹400-₹700,31,36
Burger Town,Chennai,Mexican,3.4,"Decent experience, could be better.",2023-10-22,13.088007550191021,80.28768077602783,Zone B,4660,₹1200+,31,40
Taco Fiesta,Delhi,Italian,4.5,Fantastic taste and super friendly staff.,2024-04-11,28.602656928587088,77.19810085250086,Zone C,1758,₹200-₹400,57,66
Spice Villa,Delhi,Cafe,4.7,Amazing food and great service!,2024-11-09,28.623864818436303,77.2184223540616,Zone A,2636,₹400-₹700,34,50
Pasta Point,Hyderabad,Cafe,4.3,"Highly recommended, worth the price.",2023-10-01,17.39814801491935,78.49595443407753,Zone B,1526,₹400-₹700,28,96
Burger Town,Jaipur,Fast Food,4.2,Fantastic taste and super friendly staff.,2023-05-05,26.90168167930847,75.7906119717046,Zone B,1341,₹400-₹700,51,49
Burger Town,Bangalore,Italian,2.7,Just an ordinary meal.,2024-04-10,12.962505079531907,77.5987625826289,Zone C,4136,₹400-₹700,35,49
Burger Town,Chennai,Indian,4.1,"Highly recommended, worth the price.",2024-03-08,13.097581232800731,80.27001092576607,Zone B,4956,₹700-₹1200,21,30
Taco Fiesta,Kolkata,Chinese,4.4,Amazing food and great service!,2024-06-10,22.5654774167722,88.35159456859458,Zone A,4114,₹400-₹700,75,58
Pizza Hub,Chennai,Indian,2.5,"Average place, food was fine.",2024-04-16,13.080569330975715,80.25672429950592,Zone C,606,₹200-₹400,58,9
Royal Biryani,Pune,Indian,5.0,Delicious and fresh meals every time.,2023-02-19,18.53525638486333,73.87345586069095,Zone B,743,₹400-₹700,70,17
Spice Villa,Pune,Chinese,3.8,"Average place, food was fine.",2024-10-08,18.51408537890106,73.85011224417781,Zone C,4924,₹400-₹700,61,36
Grill House,Delhi,Italian,3.6,"Average place, food was fine.",2024-02-12,28.631562477004653,77.19326090786672,Zone B,2554,₹700-₹1200,40,98
Grill House,Bangalore,Mexican,4.6,"Loved it, definitely coming back!",2024-10-18,12.989607811858411,77.58871485662056,Zone B,3052,₹1200+,59,35
Burger Town,Chennai,Fast Food,4.3,Fantastic taste and super friendly staff.,2023-06-17,13.094951078508076,80.28474648245131,Zone C,175,₹1200+,46,1
Pizza Hub,Pune,Mediterranean,5.0,"Loved it, definitely coming back!",2023-11-08,18.53131595962351,73.8445365967557,Zone B,4323,₹1200+,64,28
Taco Fiesta,Jaipur,Chinese,3.8,"Decent experience, could be better.",2023-12-21,26.892602121028414,75.77314531063656,Zone B,799,₹1200+,27,18
Burger Town,Kolkata,Indian,5.0,"Highly recommended, worth the price.",2023-02-25,22.557711602490325,88.3721069590913,Zone A,746,₹1200+,62,60
Spice Villa,Bangalore,Mediterranean,4.3,"Highly recommended, worth the price.",2024-01-12,12.983734045749939,77.58796921122772,Zone C,119,₹400-₹700,57,19
Curry Corner,Chennai,Italian,5.0,Delicious and fresh meals every time.,2023-01-20,13.06464225423272,80.2878975495218,Zone A,4627,₹200-₹400,53,58
Cafe Bliss,Bangalore,Japanese,3.0,"Average place, food was fine.",2023-02-26,12.98804209527494,77.61366189743914,Zone C,2531,₹200-₹400,23,43
Burger Town,Bangalore,Indian,3.6,Just an ordinary meal.,2024-09-22,12.952680718731257,77.58751144765056,Zone C,2524,₹200-₹400,61,57
Spice Villa,Delhi,Mediterranean,4.0,"Loved it, definitely coming back!",2024-06-23,28.621156815865106,77.20685879992881,Zone C,1715,₹200-₹400,34,78
Cafe Bliss,Jaipur,Fast Food,5.0,"Loved it, definitely coming back!",2024-03-25,26.92555164530476,75.80375906222291,Zone A,1387,₹200-₹400,53,66
Royal Biryani,Jaipur,Japanese,3.7,"Average place, food was fine.",2024-07-15,26.910413527641516,75.78778953412662,Zone B,1279,₹700-₹1200,50,85
Burger Town,Mumbai,Mexican,2.3,Extremely disappointing experience.,2023-02-14,19.060678071738398,72.89734102052975,Zone B,238,₹700-₹1200,40,56
Burger Town,Delhi,Mediterranean,5.0,Amazing food and great service!,2023-04-18,28.614304403171005,77.20677165675612,Zone B,3721,₹700-₹1200,47,45
Burger Town,Mumbai,Fast Food,1.6,Not worth the money at all.,2024-01-26,19.080954093579592,72.88410902956701,Zone C,73,₹200-₹400,58,81
Grill House,Mumbai,Cafe,3.7,"It was okay, nothing special.",2024-09-06,19.084181040004975,72.87292672203216,Zone B,3426,₹1200+,69,59
Spice Villa,Hyderabad,Mexican,3.7,"Decent experience, could be better.",2023-11-14,17.398613073397406,78.46908483319183,Zone B,3581,₹400-₹700,63,65
Burger Town,Bangalore,Chinese,4.8,"Highly recommended, worth the price.",2023-09-14,12.969612196507365,77.57988011861336,Zone A,4486,₹1200+,61,54
Royal Biryani,Kolkata,Chinese,5.0,"Loved it, definitely coming back!",2023-06-02,22.566441738702565,88.36483992141207,Zone A,143,₹700-₹1200,27,93
Taco Fiesta,Mumbai,Italian,5.0,Fantastic taste and super friendly staff.,2024-11-26,19.073197197496768,72.88221240273523,Zone A,667,₹700-₹1200,68,86
Spice Villa,Delhi,Fast Food,4.5,"Highly recommended, worth the price.",2024-02-22,28.611579227715854,77.21664835780412,Zone B,3754,₹700-₹1200,24,89
Sushi Bay,Chennai,Mexican,5.0,"Loved it, definitely coming back!",2023-09-07,13.080612263830385,80.28844385781133,Zone A,3204,₹1200+,25,46
Pasta Point,Pune,Fast Food,4.2,"Highly recommended, worth the price.",2023-03-10,18.504480044814922,73.83777049019743,Zone B,754,₹400-₹700,22,56
Royal Biryani,Kolkata,Indian,1.0,Not worth the money at all.,2024-07-06,22.588124840061624,88.37735380869772,Zone C,4140,₹400-₹700,52,78
Pizza Hub,Delhi,Fast Food,2.3,Extremely disappointing experience.,2024-07-28,28.604602560870426,77.22787809122036,Zone C,3112,₹400-₹700,65,38
Curry Corner,Pune,Italian,3.6,"Average place, food was fine.",2023-10-19,18.517606256259903,73.84277182160619,Zone C,1795,₹700-₹1200,59,78
Taco Fiesta,Delhi,Mediterranean,5.0,Amazing food and great service!,2024-03-04,28.607720437197887,77.21227197074712,Zone A,4279,₹700-₹1200,23,61
